instances,timepoints,var_0,var_1,var_2,var_3,var_4,var_5,label
4,33,0,7.81,0,0,1,6,8
4,34,0,7.81,0,0,1,6,8
4,35,0,7.81,0,0,1,6,8
4,36,0,7.81,0,0,1,6,8
4,37,0,7.81,0,0,1,6,8
4,38,0,7.81,0,0,1,6,8
4,39,0,7.81,0,0,1,6,8
4,40,0,7.81,0,0,1,6,8
4,41,0,7.81,0,0,1,6,8
4,42,0,7.81,0,0,1,6,8
4,43,0,7.81,0,0,1,6,8
4,44,0,7.81,0,0,1,6,8
4,45,0,7.81,0,0,1,6,8
4,46,0,7.81,0,0,1,6,8
4,47,0,7.81,0,0,1,6,8
4,48,0,7.81,0,0,1,6,8
4,49,0,7.81,0,0,1,6,8
4,50,0,7.81,0,0,1,6,8
4,51,0,7.81,0,0,1,6,8
4,52,0,7.81,0,0,1,6,8
4,53,0,7.81,0,0,1,6,8
4,54,0,7.81,0,0,1,6,8
4,55,0,7.81,0,0,1,6,8
4,56,0,7.81,0,0,1,6,8
4,57,0,7.81,0,0,1,6,8
4,58,0,7.81,0,0,1,6,8
4,59,0,7.81,0,0,1,6,8
4,60,0,7.81,0,0,1,6,8
4,61,0,7.81,0,0,1,6,8
4,62,0,7.81,0,0,1,6,8
4,63,0,7.81,0,0,1,6,8
4,64,0,7.81,0,0,1,6,8
4,65,0,7.81,0,0,1,6,8
4,66,0,7.81,0,0,1,6,8
4,67,0,7.81,0,0,1,6,8
4,68,0,7.81,0,0,1,6,8
4,69,0,7.81,0,0,1,6,8
4,70,0,7.81,0,0,1,6,8
4,71,0,7.81,0,0,1,6,8
4,72,0,7.81,0,0,1,6,8
4,73,0,7.81,0,0,1,6,8
4,74,0,7.81,0,0,1,6,8
4,75,0,7.81,0,0,1,6,8
4,76,0,7.81,0,0,1,6,8
4,77,0,7.81,0,0,1,6,8
4,78,0,7.81,0,0,1,6,8
4,79,0,7.81,0,0,1,6,8
4,80,0,7.81,0,0,1,6,8
4,81,0,7.81,0,0,1,6,8
4,82,0,7.81,0,0,1,6,8
4,83,0,7.81,0,0,1,6,8
4,84,0,7.81,0,0,1,6,8
4,85,0,7.81,0,0,1,6,8
4,86,0,7.81,0,0,1,6,8
4,87,0,7.81,0,0,1,6,8
4,88,0,7.81,0,0,1,6,8
4,89,0,7.81,0,0,1,6,8
4,90,0,7.81,0,0,1,6,8
4,91,0,7.81,0,0,1,6,8
4,92,0,7.81,0,0,1,6,8
4,93,0,7.81,0,0,1,6,8
4,94,0,7.81,0,0,1,6,8
4,95,0,7.81,0,0,1,6,8
4,96,0,7.81,0,0,1,6,8
4,97,0,7.81,0,0,1,6,8
4,98,0,7.81,0,0,1,6,8
4,99,0,7.81,0,0,1,6,8
4,100,0,7.81,0,0,1,6,8
4,101,0,7.81,0,0,1,6,8
4,102,0,7.81,0,0,1,6,8
4,103,0,7.81,0,0,1,6,8
4,104,0,7.81,0,0,1,6,8
4,105,0,7.81,0,0,1,6,8
4,106,0,7.81,0,0,1,6,8
4,107,0,7.81,0,0,1,6,8
4,108,0,7.81,0,0,1,6,8
4,109,0,7.81,0,0,1,6,8
4,110,0,7.81,0,0,1,6,8
4,111,0,7.81,0,0,1,6,8
4,112,0,7.81,0,0,1,6,8
4,113,0,7.81,0,0,1,6,8
4,114,0,7.81,0,0,1,6,8
4,115,0,7.81,0,0,1,6,8
4,116,0,7.81,0,0,1,6,8
4,117,0,7.81,0,0,1,6,8
4,118,0,7.81,0,0,1,6,8
5,0,0,8.13,0,8.13,2,6,8
5,1,0,8.13,0,0,1,6,8
5,2,0,8.13,0,0,1,6,8
5,3,0,8.13,0,0,1,6,8
5,4,0,8.13,0,0,1,6,8
5,5,0,8.13,0,0,1,6,8
5,6,0,8.13,0,0,1,6,8
5,7,0,8.13,0,0,1,6,8
5,8,0,8.13,0,0,1,6,8
5,9,0,8.13,0,0,1,6,8
5,10,0,8.13,0,0,1,6,8
5,11,0,8.13,0,0,1,6,8
5,12,0,8.13,0,0,1,6,8
5,13,0,8.13,0,0,1,6,8
5,14,0,8.13,0,0,1,6,8
5,15,0,8.13,0,0,1,6,8
5,16,0,8.13,0,0,1,6,8
5,17,0,8.13,0,0,1,6,8
5,18,0,8.13,0,0,1,6,8
5,19,0,8.13,0,0,1,6,8
5,20,0,8.13,0,0,1,6,8
5,21,0,8.13,0,0,1,6,8
5,22,0,8.13,0,0,1,6,8
5,23,0,8.13,0,0,1,6,8
5,24,0,8.13,0,0,1,6,8
5,25,0,8.13,0,0,1,6,8
5,26,0,8.13,0,0,1,6,8
5,27,0,8.13,0,0,1,6,8
5,28,0,8.13,0,0,1,6,8
5,29,0,8.13,0,0,1,6,8
5,30,0,8.13,0,0,1,6,8
5,31,0,8.13,0,0,1,6,8
5,32,0,8.13,0,0,1,6,8
5,33,0,8.13,0,0,1,6,8
5,34,0,8.13,0,0,1,6,8
5,35,0,8.13,0,0,1,6,8
5,36,0,8.13,0,0,1,6,8
5,37,0,8.13,0,0,1,6,8
5,38,0,8.13,0,0,1,6,8
5,39,0,8.13,0,0,1,6,8
5,40,0,8.13,0,0,1,6,8
5,41,0,8.13,0,0,1,6,8
5,42,0,8.13,0,0,1,6,8
5,43,0,8.13,0,0,1,6,8
5,44,0,8.13,0,0,1,6,8
5,45,0,8.13,0,0,1,6,8
5,46,0,8.13,0,0,1,6,8
5,47,0,8.13,0,0,1,6,8
5,48,0,8.13,0,0,1,6,8
5,49,0,8.13,0,0,1,6,8
5,50,0,8.13,0,0,1,6,8
5,51,0,8.13,0,0,1,6,8
5,52,0,8.13,0,0,1,6,8
5,53,0,8.13,0,0,1,6,8
5,54,0,8.13,0,0,1,6,8
5,55,0,8.13,0,0,1,6,8
5,56,0,8.13,0,0,1,6,8
5,57,0,8.13,0,0,1,6,8
5,58,0,8.13,0,0,1,6,8
5,59,0,8.13,0,0,1,6,8
5,60,0,8.13,0,0,1,6,8
5,61,0,8.13,0,0,1,6,8
5,62,0,8.13,0,0,1,6,8
5,63,0,8.13,0,0,1,6,8
5,64,0,8.13,0,0,1,6,8
5,65,0,8.13,0,0,1,6,8
5,66,0,8.13,0,0,1,6,8
5,67,0,8.13,0,0,1,6,8
5,68,0,8.13,0,0,1,6,8
5,69,0,8.13,0,0,1,6,8
5,70,0,8.13,0,0,1,6,8
5,71,0,8.13,0,0,1,6,8
5,72,0,8.13,0,0,1,6,8
5,73,0,8.13,0,0,1,6,8
5,74,0,8.13,0,0,1,6,8
5,75,0,8.13,0,0,1,6,8
5,76,0,8.13,0,0,1,6,8
5,77,0,8.13,0,0,1,6,8
5,78,0,8.13,0,0,1,6,8
5,79,0,8.13,0,0,1,6,8
5,80,0,8.13,0,0,1,6,8
5,81,0,8.13,0,0,1,6,8
5,82,0,8.13,0,0,1,6,8
5,83,0,8.13,0,0,1,6,8
5,84,0,8.13,0,0,1,6,8
5,85,0,8.13,0,0,1,6,8
5,86,0,8.13,0,0,1,6,8
5,87,0,8.13,0,0,1,6,8
5,88,0,8.13,0,0,1,6,8
5,89,0,8.13,0,0,1,6,8
5,90,0,8.13,0,0,1,6,8
5,91,0,8.13,0,0,1,6,8
5,92,0,8.13,0,0,1,6,8
5,93,0,8.13,0,0,1,6,8
5,94,0,8.13,0,0,1,6,8
5,95,0,8.13,0,0,1,6,8
5,96,0,8.13,0,0,1,6,8
5,97,0,8.13,0,0,1,6,8
5,98,0,8.13,0,0,1,6,8
5,99,0,8.13,0,0,1,6,8
5,100,0,8.13,0,0,1,6,8
5,101,0,8.13,0,0,1,6,8
5,102,0,8.13,0,0,1,6,8
5,103,0,8.13,0,0,1,6,8
5,104,0,8.13,0,0,1,6,8
5,105,0,8.13,0,0,1,6,8
5,106,0,8.13,0,0,1,6,8
5,107,0,8.13,0,0,1,6,8
5,108,0,8.13,0,0,1,6,8
5,109,0,8.13,0,0,1,6,8
5,110,0,8.13,0,0,1,6,8
5,111,0,8.13,0,0,1,6,8
5,112,0,8.13,0,0,1,6,8
5,113,0,8.13,0,0,1,6,8
5,114,0,8.13,0,0,1,6,8
5,115,0,8.13,0,0,1,6,8
5,116,0,8.13,0,0,1,6,8
5,117,0,8.13,0,0,1,6,8
5,118,0,8.13,0,0,1,6,8
6,0,0,8.44,0,8.44,2,6,8
6,1,0,8.44,0,0,1,6,8
6,2,0,8.44,0,0,1,6,8
6,3,0,8.44,0,0,1,6,8
6,4,0,8.44,0,0,1,6,8
6,5,0,8.44,0,0,1,6,8
6,6,0,8.44,0,0,1,6,8
6,7,0,8.44,0,0,1,6,8
6,8,0,8.44,0,0,1,6,8
6,9,0,8.44,0,0,1,6,8
6,10,0,8.44,0,0,1,6,8
6,11,0,8.44,0,0,1,6,8
6,12,0,8.44,0,0,1,6,8
6,13,0,8.44,0,0,1,6,8
6,14,0,8.44,0,0,1,6,8
6,15,0,8.44,0,0,1,6,8
6,16,0,8.44,0,0,1,6,8
6,17,0,8.44,0,0,1,6,8
6,18,0,8.44,0,0,1,6,8
6,19,0,8.44,0,0,1,6,8
6,20,0,8.44,0,0,1,6,8
6,21,0,8.44,0,0,1,6,8
6,22,0,8.44,0,0,1,6,8
6,23,0,8.44,0,0,1,6,8
6,24,0,8.44,0,0,1,6,8
6,25,0,8.44,0,0,1,6,8
6,26,0,8.44,0,0,1,6,8
6,27,0,8.44,0,0,1,6,8
6,28,0,8.44,0,0,1,6,8
6,29,0,8.44,0,0,1,6,8
6,30,0,8.44,0,0,1,6,8
6,31,0,8.44,0,0,1,6,8
6,32,0,8.44,0,0,1,6,8
6,33,0,8.44,0,0,1,6,8
6,34,0,8.44,0,0,1,6,8
6,35,0,8.44,0,0,1,6,8
6,36,0,8.44,0,0,1,6,8
6,37,0,8.44,0,0,1,6,8
6,38,0,8.44,0,0,1,6,8
6,39,0,8.44,0,0,1,6,8
6,40,0,8.44,0,0,1,6,8
6,41,0,8.44,0,0,1,6,8
6,42,0,8.44,0,0,1,6,8
6,43,0,8.44,0,0,1,6,8
6,44,0,8.44,0,0,1,6,8
6,45,0,8.44,0,0,1,6,8
6,46,0,8.44,0,0,1,6,8
6,47,0,8.44,0,0,1,6,8
6,48,0,8.44,0,0,1,6,8
6,49,0,8.44,0,0,1,6,8
6,50,0,8.44,0,0,1,6,8
6,51,0,8.44,0,0,1,6,8
6,52,0,8.44,0,0,1,6,8
6,53,0,8.44,0,0,1,6,8
6,54,0,8.44,0,0,1,6,8
6,55,0,8.44,0,0,1,6,8
6,56,0,8.44,0,0,1,6,8
6,57,0,8.44,0,0,1,6,8
6,58,0,8.44,0,0,1,6,8
6,59,0,8.44,0,0,1,6,8
6,60,0,8.44,0,0,1,6,8
6,61,0,8.44,0,0,1,6,8
6,62,0,8.44,0,0,1,6,8
6,63,0,8.44,0,0,1,6,8
6,64,0,8.44,0,0,1,6,8
6,65,0,8.44,0,0,1,6,8
6,66,0,8.44,0,0,1,6,8
6,67,0,8.44,0,0,1,6,8
6,68,0,8.44,0,0,1,6,8
6,69,0,8.44,0,0,1,6,8
6,70,0,8.44,0,0,1,6,8
6,71,0,8.44,0,0,1,6,8
6,72,0,8.44,0,0,1,6,8
6,73,0,8.44,0,0,1,6,8
6,74,0,8.44,0,0,1,6,8
6,75,0,8.44,0,0,1,6,8
6,76,0,8.44,0,0,1,6,8
6,77,0,8.44,0,0,1,6,8
6,78,0,8.44,0,0,1,6,8
6,79,0,8.44,0,0,1,6,8
6,80,0,8.44,0,0,1,6,8
6,81,0,8.44,0,0,1,6,8
6,82,0,8.44,0,0,1,6,8
6,83,0,8.44,0,0,1,6,8
6,84,0,8.44,0,0,1,6,8
6,85,0,8.44,0,0,1,6,8
6,86,0,8.44,0,0,1,6,8
6,87,0,8.44,0,0,1,6,8
6,88,0,8.44,0,0,1,6,8
6,89,0,8.44,0,0,1,6,8
6,90,0,8.44,0,0,1,6,8
6,91,0,8.44,0,0,1,6,8
6,92,0,8.44,0,0,1,6,8
6,93,0,8.44,0,0,1,6,8
6,94,0,8.44,0,0,1,6,8
6,95,0,8.44,0,0,1,6,8
6,96,0,8.44,0,0,1,6,8
6,97,0,8.44,0,0,1,6,8
6,98,0,8.44,0,0,1,6,8
6,99,0,8.44,0,0,1,6,8
6,100,0,8.44,0,0,1,6,8
6,101,0,8.44,0,0,1,6,8
6,102,0,8.44,0,0,1,6,8
6,103,0,8.44,0,0,1,6,8
6,104,0,8.44,0,0,1,6,8
6,105,0,8.44,0,0,1,6,8
6,106,0,8.44,0,0,1,6,8
6,107,0,8.44,0,0,1,6,8
6,108,0,8.44,0,0,1,6,8
6,109,0,8.44,0,0,1,6,8
6,110,0,8.44,0,0,1,6,8
